CORPUS,TOPIC_ID,TOPIC,HUMAN_TEXT,PROMPT,LLM_NAME,LLM_TEXT_1,LLM_TEXT_2,LLM_TEXT_3
EFCAMDAT,13,Selling items in an online auction,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Selling items in an online auction.,,,,
EFCAMDAT,14,Responding to written invitations,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Responding to written invitations.,,,,
EFCAMDAT,15,Congratulating a friend on an award,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Congratulating a friend on an award.,,,,
EFCAMDAT,16,Claiming back your security deposit,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Claiming back your security deposit.,,,,
EFCAMDAT,17,Giving feedback to a restaurant,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Giving feedback to a restaurant.,,,,
EFCAMDAT,18,Studying online,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Studying online.,,,,
EFCAMDAT,19,Making a business proposal,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a business proposal.,,,,
EFCAMDAT,20,Signing a waiver to go skydiving,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Signing a waiver to go skydiving.,,,,
EFCAMDAT,21,Writing safety guidelines,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing safety guidelines.,,,,
EFCAMDAT,22,Asking for leave,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Asking for leave.,,,,
EFCAMDAT,23,Writing an apology email,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing an apology email.,,,,
EFCAMDAT,24,Writing a blog,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a blog.,,,,
EFCAMDAT,25,Helping a friend find a job,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Helping a friend find a job.,,,,
EFCAMDAT,26,Doing a survey about discrimination,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Doing a survey about discrimination.,,,,
EFCAMDAT,27,Requesting a bank loan,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Requesting a bank loan.,,,,
EFCAMDAT,28,Applying to be a fitness trainer,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Applying to be a fitness trainer.,,,,
EFCAMDAT,29,Finding a home for a wealthy client,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Finding a home for a wealthy client.,,,,
EFCAMDAT,30,Describing a terrifying experience,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Describing a terrifying experience.,,,,
EFCAMDAT,31,Presenting trends,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Presenting trends.,,,,
EFCAMDAT,32,Giving feedback about a colleague,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Giving feedback about a colleague.,,,,
EFCAMDAT,33,Writing a movie review,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a movie review.,,,,
EFCAMDAT,34,Helping a coworker deal with a phobia,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Helping a coworker deal with a phobia.,,,,
EFCAMDAT,35,Writing an advertising blurb,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing an advertising blurb.,,,,
EFCAMDAT,36,Writing up survey findings,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing up survey findings.,,,,
EFCAMDAT,37,Reviewing a self-help book,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reviewing a self-help book.,,,,
EFCAMDAT,38,Setting rules for social networking,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Setting rules for social networking.,,,,
EFCAMDAT,39,Dealing with a breach of contract,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Dealing with a breach of contract.,,,,
EFCAMDAT,40,Improving your study skills,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Improving your study skills.,,,,
EFCAMDAT,41,Turning down an invitation,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Turning down an invitation.,,,,
EFCAMDAT,42,Entering a writing competition,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Entering a writing competition.,,,,
EFCAMDAT,43,Buying a painting for a friend,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Buying a painting for a friend.,,,,
EFCAMDAT,44,Writing a report on staff satisfaction,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a report on staff satisfaction.,,,,
EFCAMDAT,45,Proofreading an article,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Proofreading an article.,,,,
EFCAMDAT,46,Attending a leadership course,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Attending a leadership course.,,,,
EFCAMDAT,47,Conducting a performance appraisal,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Conducting a performance appraisal.,,,,
EFCAMDAT,48,Writing an apology note,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing an apology note.,,,,
EFCAMDAT,49,Writing a campaign speech,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a campaign speech.,,,,
EFCAMDAT,50,Renting out a room,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Renting out a room.,,,,
EFCAMDAT,51,Comparing two demographic groups,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Comparing two demographic groups.,,,,
EFCAMDAT,52,Giving advice about budgeting,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Giving advice about budgeting.,,,,
EFCAMDAT,53,Writing about a disaster relief effort,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing about a disaster relief effort.,,,,
EFCAMDAT,54,Writing a brochure for a museum,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a brochure for a museum.,,,,
EFCAMDAT,55,Making an educational product for kids,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making an educational product for kids.,,,,
EFCAMDAT,56,Reaching your potential,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Reaching your potential.,,,,
EFCAMDAT,57,Writing advertising copy,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing advertising copy.,,,,
EFCAMDAT,58,Choosing a renewable energy source,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Choosing a renewable energy source.,,,,
EFCAMDAT,59,Writing a rejection letter,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a rejection letter.,,,,
EFCAMDAT,60,Attending a seminar on stress reduction,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Attending a seminar on stress reduction.,,,,
EFCAMDAT,61,Talking a friend out of a risky action,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Talking a friend out of a risky action.,,,,
EFCAMDAT,62,Applying for sponsorship,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Applying for sponsorship.,,,,
EFCAMDAT,63,Writing a wedding toast,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing a wedding toast.,,,,
EFCAMDAT,64,Delivering a punch line,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Delivering a punch line.,,,,
EFCAMDAT,65,Covering a news story,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Covering a news story.,,,,
EFCAMDAT,66,Hosting a group of foreign buyers,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Hosting a group of foreign buyers.,,,,
EFCAMDAT,67,Writing an article about NLP techniques,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing an article about NLP techniques.,,,,
EFCAMDAT,68,Making a movie,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Making a movie.,,,,
EFCAMDAT,69,Comparing two online retailers,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Comparing two online retailers.,,,,
EFCAMDAT,70,Writing an article about a superstore,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing an article about a superstore.,,,,
EFCAMDAT,71,Writing about future lifestyles,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Writing about future lifestyles.,,,,
EFCAMDAT,72,Interpreting a prophecy,,You are an English learner.Your native language is not English. You are currently at B1 level. Write a piece of text on the topic: Interpreting a prophecy.,,,,
BAWE,1,What is 'Racism' and how do you account for its persistence in modern societies?,,You are a university student. Write an essay on the topic What is 'Racism' and how do you account for its persistence in modern societies?.,,,,
BAWE,2,"Explore the limitations and uses of official statistics, using the internal and radical approaches, and conclude should sociologists use official statistics?",,"You are a university student. Write an essay on the topic Explore the limitations and uses of official statistics, using the internal and radical approaches, and conclude should sociologists use official statistics?.",,,,
BAWE,3,"Discuss the implications for women, in gender and class terms, of the rise of medicine as a profession",,"You are a university student. Write an essay on the topic Discuss the implications for women, in gender and class terms, of the rise of medicine as a profession.",,,,
BAWE,4,Why do women have children? Why do some not do so?,,You are a university student. Write an essay on the topic Why do women have children? Why do some not do so?.,,,,
BAWE,5,What groups and individuals are most at risk from unemployment and what explains their vulnerability?,,You are a university student. Write an essay on the topic What groups and individuals are most at risk from unemployment and what explains their vulnerability?.,,,,
BAWE,6,Consider how Victorian notions of women's madness affected the lives of women in class specific ways,,You are a university student. Write an essay on the topic Consider how Victorian notions of women's madness affected the lives of women in class specific ways.,,,,
BAWE,7,Outline the social and political factors that led to the development of feminism in Japan,,You are a university student. Write an essay on the topic Outline the social and political factors that led to the development of feminism in Japan.,,,,
BAWE,8,In what way and to what extent was consumption significant in establishing class and gender identity in the Victorian period?,,You are a university student. Write an essay on the topic In what way and to what extent was consumption significant in establishing class and gender identity in the Victorian period?.,,,,
BAWE,9,Can Pi?sudski's coup d'etat be justified?,,You are a university student. Write an essay on the topic Can Pi?sudski's coup d'etat be justified?.,,,,
BAWE,10,Was the communisation of Eastern Europe a foregone conclusion in May 1945?,,You are a university student. Write an essay on the topic Was the communisation of Eastern Europe a foregone conclusion in May 1945?.,,,,
BAWE,11,In what way did the German humanists prepare the ground for the Reformation?,,You are a university student. Write an essay on the topic In what way did the German humanists prepare the ground for the Reformation?.,,,,
BAWE,12,How useful is it to separate the 'form' of social life from its 'content'?,,You are a university student. Write an essay on the topic How useful is it to separate the 'form' of social life from its 'content'?.,,,,
BAWE,13,"Analyze and assess the relationship between revolution and democracy in the works and deeds of Karl Marx / Friedrich Engels, Vladimir I. Lenin and Joseph Stalin.",,"You are a university student. Write an essay on the topic Analyze and assess the relationship between revolution and democracy in the works and deeds of Karl Marx / Friedrich Engels, Vladimir I. Lenin and Joseph Stalin..",,,,
BAWE,14,"Is Rousseau's Social Contract more convincingly seen as a text of liberal, or of totalitarian democracy?",,"You are a university student. Write an essay on the topic Is Rousseau's Social Contract more convincingly seen as a text of liberal, or of totalitarian democracy?.",,,,
BAWE,15,A Decade of Pluralism or Ideology?,,You are a university student. Write an essay on the topic A Decade of Pluralism or Ideology?.,,,,
BAWE,16,Why did workers rather than communist reformers spearhead the Polish Solidarity movement of 1980-81?,,You are a university student. Write an essay on the topic Why did workers rather than communist reformers spearhead the Polish Solidarity movement of 1980-81?.,,,,
BAWE,17,Why did the British suffragettes make the female body into a site of political conflict?,,You are a university student. Write an essay on the topic Why did the British suffragettes make the female body into a site of political conflict?.,,,,
BAWE,18,How is the Construction of Gender Identities Related to Imperialism and Racism? Discuss With Particular Reference to Ideas About 'White Manhood' in the Adventure Story of Late Nineteenth Century Britain,,You are a university student. Write an essay on the topic How is the Construction of Gender Identities Related to Imperialism and Racism? Discuss With Particular Reference to Ideas About 'White Manhood' in the Adventure Story of Late Nineteenth Century Britain.,,,,
BAWE,19,"'Having a View About the Nature of Social Reality is not an Option'. What is your Own View Now, Towards the End of the Course, and What Has Persuaded you to Adopt it?",,"You are a university student. Write an essay on the topic 'Having a View About the Nature of Social Reality is not an Option'. What is your Own View Now, Towards the End of the Course, and What Has Persuaded you to Adopt it?.",,,,
BAWE,20,Critically Evaluate the Assertion that Sporting Practices and their Associated Subcultures Bear no Relation Whatsoever to the Social Construction of Masculine Ideals,,You are a university student. Write an essay on the topic Critically Evaluate the Assertion that Sporting Practices and their Associated Subcultures Bear no Relation Whatsoever to the Social Construction of Masculine Ideals.,,,,
BAWE,21,To what extent is class no longer an operative word in historical anaylsis?,,You are a university student. Write an essay on the topic To what extent is class no longer an operative word in historical anaylsis?.,,,,
BAWE,22,Vehicle of Propaganda or Agent of Subversion? Cold War Hollywood Bomb Cinema 1950-1963.,,You are a university student. Write an essay on the topic Vehicle of Propaganda or Agent of Subversion? Cold War Hollywood Bomb Cinema 1950-1963..,,,,
BAWE,23,Account for the failure of the 1905 Revolution?,,You are a university student. Write an essay on the topic Account for the failure of the 1905 Revolution?.,,,,
BAWE,24,Account for the rise of Stalin in the 1920's,,You are a university student. Write an essay on the topic Account for the rise of Stalin in the 1920's.,,,,
BAWE,25,'Marriage was the hinge upon which the demographic regime turned.' Discuss.,,You are a university student. Write an essay on the topic 'Marriage was the hinge upon which the demographic regime turned.' Discuss..,,,,
BAWE,26,How should we explain the gap between theory and practice in the social position of women in early modern England?,,You are a university student. Write an essay on the topic How should we explain the gap between theory and practice in the social position of women in early modern England?.,,,,
BAWE,27,How Marxist Is Habermas's work? How convincing is the ideal speech situation as a means of emancipation?,,You are a university student. Write an essay on the topic How Marxist Is Habermas's work? How convincing is the ideal speech situation as a means of emancipation?.,,,,
BAWE,28,What are the Advantages and Disadvantages of Stage Models of Cognitive Development?,,You are a university student. Write an essay on the topic What are the Advantages and Disadvantages of Stage Models of Cognitive Development?.,,,,
BAWE,29,Discuss the Merits and Demerits of a Strictly Behavioural Approach to the Treatment of Psychological Disorders,,You are a university student. Write an essay on the topic Discuss the Merits and Demerits of a Strictly Behavioural Approach to the Treatment of Psychological Disorders.,,,,
BAWE,30,How Can Psychologists Best Use Qualitative Methods In Research?,,You are a university student. Write an essay on the topic How Can Psychologists Best Use Qualitative Methods In Research?.,,,,
BAWE,31,Do Twentieth Century Massacres Share Common Characteristics?,,You are a university student. Write an essay on the topic Do Twentieth Century Massacres Share Common Characteristics?.,,,,
BAWE,32,"What, if anything, does Oscar Wilde's Portrait of Dorian Gray Owe to Cesare Lombroso?",,"You are a university student. Write an essay on the topic What, if anything, does Oscar Wilde's Portrait of Dorian Gray Owe to Cesare Lombroso?.",,,,
BAWE,33,Assess the importance of the Columbian Exchange in altering Diets in the New World,,You are a university student. Write an essay on the topic Assess the importance of the Columbian Exchange in altering Diets in the New World.,,,,
BAWE,34,Why did the East Asian economy grow more slowly than the European economy by 1800?,,You are a university student. Write an essay on the topic Why did the East Asian economy grow more slowly than the European economy by 1800?.,,,,
BAWE,35,The Impact of the Black Death has been Greatly Exaggerated.' Discuss.,,You are a university student. Write an essay on the topic The Impact of the Black Death has been Greatly Exaggerated.' Discuss..,,,,
BAWE,36,'The importance of Florence in the development of the Italian Renaissance has been exaggerated'. Discuss.,,You are a university student. Write an essay on the topic 'The importance of Florence in the development of the Italian Renaissance has been exaggerated'. Discuss..,,,,
BAWE,37,Did Darwin's Theory of Evolution Counter the Romantic View of Nature?,,You are a university student. Write an essay on the topic Did Darwin's Theory of Evolution Counter the Romantic View of Nature?.,,,,
BAWE,38,Was migration into early modern London driven more by 'push' or 'pull' factors?,,You are a university student. Write an essay on the topic Was migration into early modern London driven more by 'push' or 'pull' factors?.,,,,
BAWE,39,Why are some children more popular than others and what consequences does this have for psychological development?,,You are a university student. Write an essay on the topic Why are some children more popular than others and what consequences does this have for psychological development?.,,,,
BAWE,40,Are there any tetrachromats? Why would we expect them to be women? How would their vision be different to trichromats?,,You are a university student. Write an essay on the topic Are there any tetrachromats? Why would we expect them to be women? How would their vision be different to trichromats?.,,,,
BAWE,41,Critically evaluate psychological theory and research on the process of deliberation in juries,,You are a university student. Write an essay on the topic Critically evaluate psychological theory and research on the process of deliberation in juries.,,,,
BAWE,42,'The real struggle in the period 1918-1921 was between the Bolsheviks and the popular movement rather than between the Bolsheviks and the Whites.' Discuss.,,You are a university student. Write an essay on the topic 'The real struggle in the period 1918-1921 was between the Bolsheviks and the popular movement rather than between the Bolsheviks and the Whites.' Discuss..,,,,
BAWE,43,'Soviet victory over Nazi Germany owes more to the efforts of the Russian people than to those of their government.' Discuss.,,You are a university student. Write an essay on the topic 'Soviet victory over Nazi Germany owes more to the efforts of the Russian people than to those of their government.' Discuss..,,,,
BAWE,44,Why are people's memories influenced by their feelings?,,You are a university student. Write an essay on the topic Why are people's memories influenced by their feelings?.,,,,
BAWE,45,"Compare the methods, theories and contributions of any two psychologists",,"You are a university student. Write an essay on the topic Compare the methods, theories and contributions of any two psychologists.",,,,
BAWE,46,Discuss the merits and demerits of a strictly behavioural approach to the treatment of psychological disorders,,You are a university student. Write an essay on the topic Discuss the merits and demerits of a strictly behavioural approach to the treatment of psychological disorders.,,,,
BAWE,47,How should the Holocaust be memorialised?,,You are a university student. Write an essay on the topic How should the Holocaust be memorialised?.,,,,
BAWE,48,Was European imperialism primarily an economic or a cultural phenomenon?,,You are a university student. Write an essay on the topic Was European imperialism primarily an economic or a cultural phenomenon?.,,,,
BAWE,49,Did the Enlightenment necessarily imply Revolution?,,You are a university student. Write an essay on the topic Did the Enlightenment necessarily imply Revolution?.,,,,
BAWE,50,Discuss the view of J. C. Davis that the 'Ranters' were inventions of seventeenth century conservatives and twentieth century Marxists.,,You are a university student. Write an essay on the topic Discuss the view of J. C. Davis that the 'Ranters' were inventions of seventeenth century conservatives and twentieth century Marxists..,,,,
BAWE,51,What is the nature of Gerrard Winstanley's religious outlook in The New Law of Righteousness 1649?,,You are a university student. Write an essay on the topic What is the nature of Gerrard Winstanley's religious outlook in The New Law of Righteousness 1649?.,,,,
BAWE,52,What was 'wrong' with the Church on the eve of the Reformation?,,You are a university student. Write an essay on the topic What was 'wrong' with the Church on the eve of the Reformation?.,,,,
BAWE,53,Why were Chinese luxury goods of so much fascination to seventeenth and eighteenth century Europeans?,,You are a university student. Write an essay on the topic Why were Chinese luxury goods of so much fascination to seventeenth and eighteenth century Europeans?.,,,,
BAWE,54,What were the implications of the eighteenth and late nineteenth century luxury debates?,,You are a university student. Write an essay on the topic What were the implications of the eighteenth and late nineteenth century luxury debates?.,,,,
BAWE,55,Did Hitler's 'charismatic rule' make the Third Reich stronger or weaker as a dictatorship?,,You are a university student. Write an essay on the topic Did Hitler's 'charismatic rule' make the Third Reich stronger or weaker as a dictatorship?.,,,,
BAWE,56,How important was the role of the West in the social unrests of the 19th Century?,,You are a university student. Write an essay on the topic How important was the role of the West in the social unrests of the 19th Century?.,,,,
BAWE,57,Critically evaluate research and theory on the authoritarian personality,,You are a university student. Write an essay on the topic Critically evaluate research and theory on the authoritarian personality.,,,,
BAWE,58,Evaluate the contributions made by discourse analysis and verbal report data in psychology.,,You are a university student. Write an essay on the topic Evaluate the contributions made by discourse analysis and verbal report data in psychology..,,,,
BAWE,59,"From a psychobiological perspective, critically evaluate the notion that losing weight is merely a matter of will power",,"You are a university student. Write an essay on the topic From a psychobiological perspective, critically evaluate the notion that losing weight is merely a matter of will power.",,,,
BAWE,60,What do newborns know and what do they come to learn about the world during their first year of life?,,You are a university student. Write an essay on the topic What do newborns know and what do they come to learn about the world during their first year of life?.,,,,
BAWE,61,Discuss the main psychological effects of dementia on (a) the patient and (b) the caregiver,,You are a university student. Write an essay on the topic Discuss the main psychological effects of dementia on (a) the patient and (b) the caregiver.,,,,
BAWE,62,Discuss how psychological research you have learned about in this course relates to each of THREE criminal or civil cases chosen from any Commonwealth country or from the US.,,You are a university student. Write an essay on the topic Discuss how psychological research you have learned about in this course relates to each of THREE criminal or civil cases chosen from any Commonwealth country or from the US..,,,,
BAWE,63,What can we learn from studies of aging and selective attention?,,You are a university student. Write an essay on the topic What can we learn from studies of aging and selective attention?.,,,,
BAWE,64,Imagine you are designing a curriculum for primary school science classes. Consider how research in cognitive development could help you decide which concepts are taught when.,,You are a university student. Write an essay on the topic Imagine you are designing a curriculum for primary school science classes. Consider how research in cognitive development could help you decide which concepts are taught when..,,,,
BAWE,65,Should we be worried about the effects on children of aggressive images on film and television?,,You are a university student. Write an essay on the topic Should we be worried about the effects on children of aggressive images on film and television?.,,,,
BAWE,66,Analyse ONE or TWO plays studied this term showing how and why they can be considered examples of Naturalism or Expression.,,You are a university student. Write an essay on the topic Analyse ONE or TWO plays studied this term showing how and why they can be considered examples of Naturalism or Expression..,,,,
BAWE,67,"Compare and contrast the artistic programmes of two performing arts venues in Britain, showing how each demonstrates commitments to the concepts of social inclusion and cultural diversity. Append literature from each chosen venue to illustrate your answer.",,"You are a university student. Write an essay on the topic Compare and contrast the artistic programmes of two performing arts venues in Britain, showing how each demonstrates commitments to the concepts of social inclusion and cultural diversity. Append literature from each chosen venue to illustrate your answer..",,,,
BAWE,68,Staging Shakespeare's The Tempest,,You are a university student. Write an essay on the topic Staging Shakespeare's The Tempest.,,,,
BAWE,69,Explore some of the main differences between a satiric and a sentimental approach to playwriting.,,You are a university student. Write an essay on the topic Explore some of the main differences between a satiric and a sentimental approach to playwriting..,,,,
BAWE,70,"The libretto grasps 'the inner psychology and emotions of the characters and these are portrayed for all they are worth by the music.' (Jack M. Stein). Using three sections of Tristan and Isolde, illustrate Wagner's theory on the emotional power of music drama when its elements are successfully combined.",,"You are a university student. Write an essay on the topic The libretto grasps 'the inner psychology and emotions of the characters and these are portrayed for all they are worth by the music.' (Jack M. Stein). Using three sections of Tristan and Isolde, illustrate Wagner's theory on the emotional power of music drama when its elements are successfully combined..",,,,
BAWE,71,"Melodrama responded to the tastes and desires of the mass audience in the nineteenth century. Focusing on at least three plays or one playhouse that we have studied on the course, explore how the genre reflected the contemporary social climate.",,"You are a university student. Write an essay on the topic Melodrama responded to the tastes and desires of the mass audience in the nineteenth century. Focusing on at least three plays or one playhouse that we have studied on the course, explore how the genre reflected the contemporary social climate..",,,,
BAWE,72,'The concern of the epic theatre is thus eminently practical. Human behaviour is shown as alterable; man himself as dependant on certain political and economic factors and at the same time as capable of altering them.' (Brecht) Discuss with detailed reference to Marxist-Leninist theory and two or three plays by Brecht.,,You are a university student. Write an essay on the topic 'The concern of the epic theatre is thus eminently practical. Human behaviour is shown as alterable; man himself as dependant on certain political and economic factors and at the same time as capable of altering them.' (Brecht) Discuss with detailed reference to Marxist-Leninist theory and two or three plays by Brecht..,,,,
BAWE,73,In what ways does the film and/or book 'London Orbital' present an instructive vision of the early 21st century metropolis?,,You are a university student. Write an essay on the topic In what ways does the film and/or book 'London Orbital' present an instructive vision of the early 21st century metropolis?.,,,,
BAWE,74,"Exploring the ""non-place"" in Contemporary society",,"You are a university student. Write an essay on the topic Exploring the ""non-place"" in Contemporary society.",,,,
BAWE,75,Is the Cartesian committed to the thesis that it must be possible to make independently intelligible what is meant by identity and difference of human consciousness,,You are a university student. Write an essay on the topic Is the Cartesian committed to the thesis that it must be possible to make independently intelligible what is meant by identity and difference of human consciousness.,,,,
BAWE,76,What was revolutionary about the French Revolution?,,You are a university student. Write an essay on the topic What was revolutionary about the French Revolution?.,,,,
BAWE,77,'The Bolsheviks were successful in their quest for power in 1917 because they enjoyed popular support.' Discuss.,,You are a university student. Write an essay on the topic 'The Bolsheviks were successful in their quest for power in 1917 because they enjoyed popular support.' Discuss..,,,,
BAWE,78,When did American independence from Britain become inevitable?,,You are a university student. Write an essay on the topic When did American independence from Britain become inevitable?.,,,,
